,crop,azl,lbg,twi,nfk,area_iacs,SMI_magnitude,lst,ndvi,year,lstndvi,lstndvi_anom,SPEI_magnitude
5620,grain_maize,28.88,3.0,,100.74,6.82,6.15,306.57,0.33,2018,935.89,0.13,-1.92
5621,grain_maize,17.62,5.0,7.9,152.34,2.97,0.0,307.38,0.42,2018,738.82,-0.11,-2.56
5622,rye,31.07,3.0,16.69,87.17,3.67,0.52,303.34,0.59,2018,516.37,0.12,-4.13
5623,sunflower,36.58,2.0,12.09,116.56,3.42,0.01,301.57,0.6,2018,505.8,-0.3,-3.47
5624,sunflower,15.91,5.0,9.51,116.56,0.51,0.01,306.89,0.43,2018,707.48,-0.02,-3.47
5625,peas,21.47,5.0,9.6,152.93,31.34,3.08,302.12,0.47,2018,638.83,0.23,-3.31
5626,peas,31.3,3.0,12.49,102.69,1.55,0.61,300.33,0.59,2018,508.87,-0.02,-3.47
5627,winter_barley,31.81,3.0,12.16,116.56,11.77,6.85,299.2,0.61,2018,486.78,0.13,-4.74
5628,winter_barley,34.77,3.0,10.78,113.28,26.02,0.64,295.67,0.69,2018,427.13,-0.01,-4.44
5629,winter_barley,23.83,4.0,10.36,166.03,4.52,0.02,299.21,0.75,2018,399.69,-0.07,-3.2
5630,winter_barley,34.05,3.0,9.62,115.43,41.67,2.23,299.14,0.67,2018,444.92,0.03,-4.49
5631,winter_barley,35.75,2.0,9.61,116.56,10.36,0.0,298.82,0.66,2018,453.15,0.05,-4.37
5632,winter_barley,37.9,2.0,11.31,114.78,20.12,0.58,298.77,0.7,2018,424.15,-0.02,-4.25
5633,winter_barley,29.49,3.0,14.47,100.58,2.94,0.7,297.42,0.68,2018,434.28,0.01,-4.37
5634,winter_barley,29.95,3.0,11.51,99.64,8.25,0.07,296.44,0.7,2018,421.81,-0.02,-4.41
5635,winter_barley,37.06,2.0,15.52,110.27,7.1,0.13,296.83,0.71,2018,418.21,-0.03,-4.37
5636,winter_barley,32.06,3.0,11.21,115.15,14.19,0.31,299.52,0.63,2018,478.75,0.11,-4.3
5637,winter_barley,28.72,3.0,9.41,120.49,11.65,1.19,299.56,0.63,2018,479.08,0.11,-4.46
5638,winter_barley,31.14,3.0,10.36,207.56,15.52,0.64,298.87,0.85,2018,350.53,-0.19,-3.2
5639,winter_barley,38.37,2.0,10.92,113.74,31.55,0.31,300.67,0.64,2018,470.74,0.09,-4.26
5640,winter_barley,40.02,2.0,15.81,116.56,0.39,0.03,297.44,0.72,2018,415.3,-0.04,-3.9
5641,winter_wheat,36.5,2.0,9.58,147.11,39.1,0.02,296.37,0.82,2018,361.46,-0.06,-3.73
5642,winter_wheat,35.16,2.0,11.11,116.56,78.08,0.01,294.91,0.71,2018,415.75,0.08,-4.37
5643,winter_wheat,39.14,2.0,10.9,115.96,8.01,0.16,297.05,0.71,2018,419.03,0.09,-4.41
5644,winter_wheat,37.11,2.0,10.57,132.51,20.46,0.19,300.96,0.61,2018,496.78,0.29,-4.3
5645,winter_wheat,50.22,1.0,18.38,99.64,4.87,0.88,297.57,0.61,2018,490.49,0.27,-4.22
5646,winter_wheat,20.66,5.0,8.53,153.22,21.05,3.49,300.05,0.63,2018,475.3,0.23,-4.95
5647,winter_wheat,29.61,3.0,12.47,155.45,3.22,0.06,300.73,0.69,2018,438.39,0.14,-4.41
5648,winter_wheat,29.56,3.0,11.25,116.56,12.24,3.12,300.03,0.67,2018,451.17,0.17,-3.84
5649,winter_wheat,36.68,2.0,8.82,119.43,34.33,0.05,296.11,0.69,2018,427.97,0.11,-4.39
5650,winter_wheat,35.73,2.0,13.51,99.64,48.39,1.41,296.86,0.68,2018,435.49,0.13,-3.71
5651,winter_wheat,27.03,4.0,11.0,112.36,73.17,0.17,301.0,0.56,2018,538.46,0.4,-4.44
5652,winter_wheat,41.15,2.0,14.1,109.42,11.78,0.15,296.58,0.72,2018,412.54,0.07,-4.41
5653,winter_wheat,35.89,2.0,14.85,116.56,16.37,0.01,297.25,0.73,2018,406.19,0.05,-4.39
5654,winter_wheat,31.44,3.0,10.6,114.28,8.23,0.07,296.22,0.64,2018,462.26,0.2,-4.41
5655,winter_wheat,23.73,4.0,11.98,99.64,19.36,5.18,300.26,0.46,2018,652.36,0.69,-3.46
5656,winter_canola,32.92,3.0,11.57,116.56,59.14,2.15,299.27,0.69,2018,433.63,0.07,-4.51
5657,winter_canola,39.29,2.0,10.16,115.31,45.95,4.32,295.01,0.7,2018,424.4,0.05,-4.64
5658,winter_canola,36.05,2.0,12.43,116.26,22.81,0.64,295.84,0.66,2018,448.92,0.11,-4.44
5659,winter_canola,33.38,3.0,10.66,116.56,60.18,0.12,292.79,0.71,2018,414.1,0.03,-4.27
5660,winter_canola,38.2,2.0,12.73,116.56,3.1,0.0,298.52,0.69,2018,430.24,0.07,-4.37
5661,winter_canola,20.88,5.0,14.47,160.33,9.83,0.13,299.88,0.72,2018,415.75,0.03,-4.4
5662,winter_canola,29.4,3.0,10.76,116.56,14.98,0.07,296.04,0.65,2018,452.45,0.12,-4.29
5663,winter_canola,30.86,3.0,9.38,116.56,9.8,0.19,297.4,0.7,2018,423.68,0.05,-4.3
5664,winter_canola,41.35,2.0,11.84,114.21,37.73,3.43,295.09,0.65,2018,457.27,0.13,-4.64
5665,winter_canola,31.84,3.0,10.78,115.59,50.63,0.47,296.48,0.75,2018,394.98,-0.02,-3.2
5666,winter_canola,36.18,2.0,10.61,156.83,49.39,0.16,295.96,0.63,2018,472.13,0.17,-4.41
5667,winter_canola,37.47,2.0,10.31,67.81,12.62,0.01,297.21,0.75,2018,396.34,-0.02,-4.39
5668,winter_canola,35.89,2.0,11.17,115.8,13.08,0.09,293.24,0.68,2018,434.44,0.08,-3.2
5669,rye,28.17,3.0,15.84,,4.69,1.71,299.07,0.7,2018,426.3,-0.07,-4.44
5670,rye,23.71,4.0,10.11,79.86,8.31,0.47,300.3,0.59,2018,505.51,0.1,-4.44
5671,rye,40.25,2.0,10.94,210.53,18.35,0.19,300.36,0.54,2018,556.19,0.21,-4.35
5672,rye,16.61,5.0,9.03,153.18,17.84,2.29,301.43,0.57,2018,531.17,0.15,-4.35
5673,rye,22.99,5.0,11.66,116.56,2.31,0.0,298.98,0.57,2018,524.46,0.14,-4.37
5674,rye,42.37,2.0,12.61,116.56,30.89,0.02,298.68,0.61,2018,491.17,0.07,-4.14
5675,rye,33.33,3.0,15.26,99.64,5.03,0.51,295.23,0.73,2018,403.93,-0.12,-4.39
5676,rye,24.46,4.0,11.73,113.25,8.9,0.0,300.37,0.73,2018,411.12,-0.11,-3.46
5677,rye,27.0,4.0,14.04,102.18,1.23,0.6,303.67,0.56,2018,542.38,0.18,-3.46
5678,rye,24.37,4.0,9.92,103.69,0.52,1.73,301.7,0.67,2018,451.11,-0.02,-3.46
5679,rye,21.52,5.0,8.88,116.56,4.09,1.65,304.44,0.52,2018,579.92,0.26,-4.46
5680,rye,34.34,3.0,15.5,116.56,17.88,0.01,294.88,0.74,2018,396.47,-0.14,-4.37
5681,rye,27.63,4.0,11.9,122.76,5.15,6.11,299.64,0.65,2018,464.04,0.01,-4.74
5682,rye,24.74,4.0,11.15,157.65,8.11,2.54,303.15,0.58,2018,521.67,0.13,-4.46
5683,rye,36.96,2.0,13.19,99.64,17.84,1.39,300.93,0.68,2018,444.6,-0.03,-4.25
5684,rye,33.76,3.0,9.26,156.01,32.36,0.12,296.54,0.73,2018,408.47,-0.11,-3.78
5685,rye,30.3,3.0,9.8,119.53,25.39,0.21,298.62,0.65,2018,461.81,0.0,-4.44
5686,rye,20.78,5.0,12.84,116.56,0.95,0.13,298.06,0.7,2018,427.56,-0.07,-4.37
5687,rye,25.43,4.0,12.09,104.06,6.92,5.18,298.02,0.65,2018,462.02,0.0,-4.74
5688,triticale,36.66,2.0,12.66,99.64,45.65,1.41,300.7,0.58,2018,522.86,0.2,-3.71
5689,triticale,25.02,4.0,16.85,117.05,2.48,0.23,304.22,0.57,2018,529.27,0.21,-4.34
5690,triticale,26.45,4.0,13.6,99.64,4.13,5.18,296.92,0.6,2018,497.57,0.14,-3.46
5691,oat,31.19,3.0,12.32,174.74,2.79,0.06,302.12,0.53,2018,574.05,0.14,-4.41
5692,oat,21.02,5.0,14.92,112.56,9.18,1.86,306.96,0.42,2018,724.08,0.44,-4.49
5693,oat,34.25,3.0,12.03,99.61,16.25,0.44,301.78,0.66,2018,457.88,-0.09,-4.39
5694,oat,21.69,5.0,11.57,120.62,3.36,6.91,305.85,0.37,2018,816.68,0.62,-4.74
5695,oat,26.72,4.0,8.91,153.22,4.63,1.67,307.55,0.38,2018,810.93,0.61,-4.61
5696,oat,17.18,5.0,11.47,116.56,12.46,2.99,302.9,0.57,2018,529.38,0.05,-4.46
5697,oat,17.29,5.0,9.67,,15.04,2.6,303.77,0.49,2018,621.42,0.24,-4.36
5698,grain_maize,10.61,5.0,9.55,93.72,9.01,0.74,302.19,0.43,2018,709.12,-0.14,-3.54
5699,grain_maize,14.12,5.0,9.04,115.15,11.09,0.4,310.06,0.37,2018,831.73,0.01,-3.54
5700,grain_maize,17.09,5.0,9.65,107.4,19.59,0.79,307.84,0.31,2018,1000.81,0.21,-3.54
5701,grain_maize,17.79,5.0,12.25,110.58,9.87,0.63,305.52,0.45,2018,676.28,-0.18,-3.54
5702,triticale,33.1,3.0,11.78,97.18,34.22,1.62,302.58,0.62,2018,487.35,0.12,-4.56
5703,triticale,20.8,5.0,9.29,115.78,1.05,2.96,305.47,0.58,2018,524.21,0.2,-4.61
5704,rye,19.27,5.0,11.1,115.15,2.22,1.16,306.66,0.48,2018,632.32,0.37,-3.46
5705,rye,28.85,3.0,11.29,189.27,11.04,0.06,298.72,0.72,2018,417.01,-0.09,-4.41
5706,peas,32.27,3.0,9.59,116.56,48.28,1.95,299.62,0.46,2018,650.79,0.25,-4.46
5707,winter_barley,49.52,1.0,9.95,116.56,22.91,23.56,293.52,0.89,2018,330.98,-0.23,-5.42
5708,winter_barley,22.59,5.0,9.27,112.83,21.85,6.13,301.54,0.59,2018,514.14,0.19,-4.68
5709,winter_barley,36.11,2.0,18.53,152.96,2.24,21.55,295.22,0.71,2018,415.53,-0.04,-5.46
5710,winter_barley,44.95,2.0,12.27,,5.88,21.98,298.93,0.73,2018,411.43,-0.05,-5.27
5711,winter_barley,25.89,4.0,8.6,115.19,18.53,20.06,296.49,0.83,2018,358.4,-0.17,-5.42
5712,winter_barley,29.9,3.0,13.69,116.56,4.45,11.2,302.7,0.67,2018,449.11,0.04,-5.08
5713,winter_barley,52.23,1.0,11.18,176.12,7.91,16.33,299.76,0.79,2018,378.27,-0.12,-5.08
5714,winter_barley,42.81,2.0,10.41,198.0,9.39,16.73,299.03,0.83,2018,361.31,-0.16,-5.27
5715,winter_barley,29.05,3.0,10.77,152.84,9.53,6.49,296.18,0.74,2018,397.9,-0.08,-5.17
5716,winter_barley,29.24,3.0,11.36,121.22,3.6,20.08,303.46,0.56,2018,544.92,0.26,-5.78
5717,winter_barley,46.22,1.0,13.81,89.34,4.9,12.19,299.7,0.86,2018,348.41,-0.19,-5.39
5718,winter_wheat,30.84,3.0,15.97,179.86,10.04,9.42,301.84,0.82,2018,369.27,-0.04,-5.22
5719,winter_wheat,50.82,1.0,9.24,198.0,42.58,21.78,294.93,0.86,2018,343.21,-0.11,-5.45
5720,winter_wheat,43.37,2.0,9.15,116.56,5.04,10.03,295.67,0.8,2018,369.25,-0.04,-4.83
5721,winter_wheat,34.06,3.0,11.61,122.14,6.06,7.61,298.3,0.84,2018,353.6,-0.08,-4.83
5722,winter_wheat,45.15,1.0,11.04,,8.77,10.75,301.68,0.72,2018,417.86,0.08,-4.83
5723,winter_wheat,30.27,3.0,14.2,93.27,13.48,9.42,305.71,0.66,2018,465.04,0.21,-5.22
5724,winter_wheat,34.02,3.0,9.21,217.47,6.88,9.27,304.56,0.57,2018,538.24,0.4,-5.35
5725,winter_wheat,43.48,2.0,15.47,107.7,2.04,4.71,296.17,0.77,2018,384.13,0.0,-5.17
5726,winter_wheat,29.26,3.0,10.83,152.75,43.44,23.34,303.55,0.64,2018,472.67,0.23,-5.46
5727,winter_wheat,29.0,3.0,13.27,168.08,5.04,16.75,307.76,0.58,2018,531.86,0.38,-5.49
5728,winter_wheat,29.71,3.0,9.54,116.56,4.87,11.2,302.02,0.72,2018,417.77,0.08,-5.08
5729,winter_wheat,34.54,3.0,12.84,171.92,2.95,8.39,297.11,0.83,2018,356.19,-0.08,-4.51
5730,winter_wheat,32.47,3.0,12.54,213.61,29.39,8.75,299.71,0.76,2018,392.45,0.02,-4.51
5731,winter_wheat,40.33,2.0,12.92,106.09,16.49,13.94,301.84,0.73,2018,415.63,0.08,-5.49
5732,winter_wheat,27.35,4.0,9.08,116.56,4.14,9.56,301.13,0.75,2018,403.33,0.05,-5.08
5733,winter_wheat,20.28,5.0,9.93,116.56,53.7,3.98,300.0,0.75,2018,400.53,0.04,-3.19
5734,winter_canola,31.35,3.0,11.8,219.78,29.52,10.56,301.88,0.67,2018,448.72,0.11,-5.39
5735,winter_canola,33.43,3.0,10.91,116.56,1.87,10.03,302.65,0.34,2018,879.86,1.18,-4.83
5736,winter_canola,29.74,3.0,14.72,114.31,38.0,8.63,302.8,0.74,2018,410.51,0.02,-5.22
5737,winter_canola,30.84,3.0,10.2,146.52,4.03,5.7,295.81,0.69,2018,431.52,0.07,-5.17
5738,winter_canola,31.53,3.0,14.14,82.46,11.77,8.81,296.88,0.73,2018,407.41,0.01,-4.51
5739,winter_canola,32.7,3.0,9.78,130.49,52.21,19.24,296.19,0.75,2018,397.07,-0.02,-5.6
5740,winter_canola,36.78,2.0,7.8,152.91,14.52,21.64,294.06,0.8,2018,367.71,-0.09,-5.61
5741,winter_canola,35.44,2.0,17.19,94.13,8.52,10.04,299.45,0.74,2018,402.46,0.0,-5.56
5742,winter_canola,41.47,2.0,12.09,107.03,2.75,9.71,296.53,0.79,2018,377.49,-0.06,-4.96
5743,rye,41.36,2.0,12.67,140.52,14.62,4.63,294.55,0.75,2018,391.1,-0.15,-4.77
5744,rye,19.24,5.0,7.99,74.03,8.63,4.18,298.83,0.75,2018,399.29,-0.13,-4.58
5745,rye,25.44,4.0,10.9,116.56,10.26,7.3,300.36,0.68,2018,441.93,-0.04,-4.68
5746,rye,20.79,5.0,12.29,115.29,2.3,7.83,307.32,0.55,2018,557.37,0.21,-4.88
5747,rye,30.06,3.0,11.04,209.8,34.73,21.41,300.37,0.59,2018,507.72,0.1,-5.7
5748,rye,28.52,3.0,8.95,118.04,5.27,6.59,300.79,0.61,2018,494.09,0.07,-4.11
5749,rye,41.55,2.0,8.28,116.39,28.75,21.41,297.46,0.8,2018,370.2,-0.2,-5.7
5750,rye,37.83,2.0,10.49,99.64,7.38,7.34,297.95,0.71,2018,421.88,-0.08,-3.43
5751,rye,33.0,3.0,13.41,109.61,3.5,5.59,296.94,0.77,2018,388.1,-0.16,-4.51
5752,rye,39.12,2.0,13.6,116.56,1.01,11.2,302.2,0.78,2018,388.18,-0.16,-5.12
5753,rye,18.14,5.0,11.31,106.41,5.39,4.86,301.05,0.55,2018,547.8,0.19,-4.51
5754,rye,42.93,2.0,11.68,121.1,0.84,8.45,299.8,0.68,2018,439.63,-0.05,-5.62
5755,rye,30.88,3.0,8.57,116.56,0.33,6.51,302.67,0.55,2018,553.66,0.2,-4.69
5756,rye,16.81,5.0,8.53,147.64,0.41,6.96,302.83,0.64,2018,472.19,0.03,-4.83
5757,rye,32.16,3.0,10.46,99.56,0.9,5.79,300.41,0.57,2018,524.82,0.14,-5.17
5758,rye,18.79,5.0,13.86,109.89,1.27,9.56,305.67,0.51,2018,594.13,0.29,-5.22
5759,rye,21.02,5.0,11.48,113.72,6.34,7.83,305.87,0.57,2018,538.71,0.17,-4.88
5760,rye,28.72,3.0,10.19,114.43,15.25,13.61,304.43,0.58,2018,529.24,0.15,-4.88
5761,rye,30.29,3.0,10.6,,0.95,9.51,300.38,0.76,2018,395.56,-0.14,-4.98
5762,rye,32.63,3.0,9.84,110.25,4.28,6.39,303.46,0.56,2018,543.94,0.18,-4.68
5763,rye,29.75,3.0,9.91,153.22,25.19,24.72,300.49,0.76,2018,395.39,-0.14,-5.68
5764,rye,21.73,5.0,11.91,117.29,1.84,16.75,305.84,0.55,2018,557.5,0.21,-5.49
5765,rye,20.83,5.0,13.42,122.76,3.08,12.32,309.96,0.42,2018,741.0,0.61,-5.49
5766,rye,16.78,5.0,9.09,115.09,0.78,15.18,308.86,0.53,2018,583.3,0.27,-5.22
5767,rye,21.73,5.0,11.08,179.28,19.26,8.39,300.51,0.7,2018,431.49,-0.06,-4.51
5768,rye,17.18,5.0,9.26,113.66,2.09,10.48,299.9,0.52,2018,574.91,0.25,-4.96
5769,rye,20.64,5.0,13.01,118.07,5.91,5.13,303.75,0.56,2018,541.5,0.18,-4.96
5770,rye,28.59,3.0,11.03,90.85,2.32,13.61,294.02,0.86,2018,343.88,-0.25,-4.88
5771,rye,25.99,4.0,8.95,118.52,3.47,8.31,307.8,0.5,2018,615.49,0.34,-4.68
5772,rye,31.07,3.0,9.77,152.61,0.53,6.63,306.7,0.5,2018,608.17,0.32,-4.68
5773,rye,33.45,3.0,10.02,116.56,7.39,13.61,303.98,0.74,2018,411.46,-0.11,-4.88
5774,rye,22.33,5.0,11.05,122.76,11.75,20.24,302.79,0.51,2018,594.22,0.29,-5.83
5775,rye,17.24,5.0,9.61,,9.4,16.6,308.78,0.47,2018,660.35,0.43,-4.88
5776,rye,13.58,5.0,9.53,115.53,11.75,13.61,308.8,0.51,2018,603.62,0.31,-4.88
5777,rye,21.14,5.0,10.01,116.56,2.11,16.6,306.77,0.6,2018,509.0,0.11,-4.88
5778,rye,32.48,3.0,12.16,102.27,2.93,4.6,302.25,0.5,2018,599.13,0.3,-5.17
5779,rye,29.5,3.0,17.06,119.69,27.92,12.26,305.55,0.62,2018,491.16,0.07,-5.39
5780,rye,19.43,5.0,10.96,116.12,20.22,15.61,306.78,0.56,2018,551.65,0.2,-4.88
5781,rye,40.08,2.0,9.29,,0.03,11.55,305.67,0.36,2018,855.41,0.86,-4.83
5782,rye,26.6,4.0,11.88,115.14,28.71,16.33,304.68,0.68,2018,448.3,-0.03,-5.14
5783,rye,19.94,5.0,10.56,107.12,3.88,22.43,304.06,0.49,2018,618.25,0.34,-5.83
5784,triticale,31.73,3.0,15.02,99.64,30.61,5.13,297.22,0.85,2018,348.22,-0.2,-4.96
5785,triticale,30.68,3.0,10.61,153.19,34.25,21.36,303.7,0.55,2018,547.82,0.26,-5.46
5786,oat,41.23,2.0,13.71,163.69,2.25,11.61,302.79,0.69,2018,437.73,-0.13,-4.98
5787,oat,31.61,3.0,9.15,,0.95,4.71,300.88,0.55,2018,546.01,0.09,-5.17
5788,oat,31.45,3.0,12.34,112.84,1.28,11.61,299.73,0.44,2018,675.55,0.34,-4.98
5789,oat,28.64,3.0,12.39,116.15,2.6,16.6,311.38,0.43,2018,718.67,0.43,-4.88
5790,oat,34.64,3.0,9.58,115.15,2.31,8.73,303.43,0.48,2018,630.11,0.25,-4.83
5791,oat,38.71,2.0,11.85,116.56,0.52,11.55,308.22,0.21,2018,1438.05,1.86,-4.83
5792,oat,18.7,5.0,11.62,112.27,4.82,6.45,303.39,0.55,2018,552.98,0.1,-4.11
5793,lupines,24.73,4.0,9.63,153.22,11.1,13.71,307.39,0.28,2018,1085.48,1.0,-5.36
5794,lupines,35.2,2.0,14.99,120.74,2.0,16.36,303.77,0.51,2018,600.81,0.11,-5.49
5795,lupines,30.71,3.0,13.62,99.64,10.35,4.71,302.94,0.51,2018,597.5,0.1,-5.17
5796,grain_maize,32.63,3.0,11.68,219.78,0.06,6.96,304.0,0.38,2018,797.9,-0.03,-4.83
5797,grain_maize,33.66,3.0,10.35,141.6,6.66,5.31,304.2,0.42,2018,729.19,-0.12,-5.17
5798,grain_maize,28.91,3.0,8.73,153.22,7.13,9.29,307.66,0.26,2018,1203.04,0.46,-4.96
5799,grain_maize,31.93,3.0,9.25,101.55,3.48,7.07,301.71,0.28,2018,1078.28,0.31,-4.77
5800,sunflower,26.76,4.0,9.28,152.69,4.53,6.49,298.95,0.41,2018,736.12,0.02,-5.17
5801,sunflower,22.59,5.0,9.64,115.04,5.66,20.98,308.25,0.36,2018,861.09,0.19,-5.21
5802,sunflower,19.43,5.0,10.88,114.22,15.18,7.07,303.18,0.56,2018,539.03,-0.25,-3.42
5803,peas,54.39,1.0,9.34,198.0,8.54,20.59,300.93,0.52,2018,579.17,0.12,-5.46
5804,peas,32.87,3.0,10.6,115.87,4.66,16.6,309.17,0.28,2018,1110.01,1.14,-4.88
5805,winter_barley,33.59,3.0,10.09,153.22,32.04,4.39,295.08,0.71,2018,414.9,-0.04,-4.37
5806,winter_barley,43.8,2.0,10.03,105.16,13.41,7.6,303.38,0.36,2018,832.86,0.93,-4.74
5807,winter_barley,34.24,3.0,9.71,116.56,22.98,5.21,297.3,0.66,2018,451.79,0.05,-3.84
5808,winter_barley,41.79,2.0,11.08,112.6,29.68,4.07,295.64,0.75,2018,396.05,-0.08,-3.9
5809,winter_barley,41.76,2.0,11.48,116.56,30.41,7.56,306.31,0.3,2018,1005.6,1.33,-4.64
5810,winter_barley,35.54,2.0,11.33,116.56,16.54,6.11,297.96,0.68,2018,439.75,0.02,-4.3
5811,winter_barley,30.74,3.0,10.55,116.56,21.71,4.99,294.88,0.74,2018,401.16,-0.07,-4.4
5812,winter_barley,38.7,2.0,11.17,116.56,9.3,4.64,294.7,0.68,2018,432.67,0.0,-4.4
5813,winter_barley,57.56,1.0,9.58,114.21,18.32,6.21,295.58,0.76,2018,388.86,-0.1,-4.3
5814,winter_barley,50.61,1.0,8.87,114.21,6.13,4.32,297.29,0.63,2018,469.01,0.09,-4.64
5815,winter_barley,30.97,3.0,12.55,146.14,4.21,3.92,295.95,0.73,2018,403.36,-0.07,-4.5
5816,winter_barley,35.44,2.0,11.85,69.49,6.03,2.13,297.01,0.71,2018,420.75,-0.03,-4.33
5817,winter_barley,30.51,3.0,11.12,153.22,30.23,2.91,301.2,0.7,2018,433.11,0.0,-4.51
5818,winter_wheat,31.2,3.0,10.08,115.73,17.04,6.7,298.8,0.52,2018,576.89,0.5,-4.08
5819,winter_wheat,26.55,4.0,8.9,150.64,1.52,4.39,298.54,0.75,2018,398.31,0.03,-4.37
5820,winter_wheat,50.84,1.0,11.98,78.6,11.37,3.39,294.26,0.74,2018,397.51,0.03,-4.4
5821,winter_wheat,38.03,2.0,9.89,116.19,2.38,4.61,298.29,0.73,2018,409.24,0.06,-4.35
5822,winter_wheat,47.75,1.0,11.85,114.45,26.85,2.75,297.21,0.74,2018,402.7,0.04,-4.58
5823,winter_wheat,35.93,2.0,15.3,115.78,4.63,5.66,295.12,0.74,2018,399.61,0.04,-4.33
5824,winter_wheat,51.25,1.0,14.56,123.27,13.27,2.92,301.26,0.57,2018,527.74,0.37,-5.05
5825,winter_wheat,38.44,2.0,10.48,115.74,39.41,8.64,299.64,0.55,2018,547.75,0.42,-4.59
5826,winter_wheat,42.56,2.0,10.28,116.56,27.42,8.09,296.38,0.58,2018,508.11,0.32,-4.64
5827,winter_wheat,51.52,1.0,10.85,116.56,23.14,4.72,294.95,0.74,2018,397.33,0.03,-4.5
5828,winter_wheat,46.84,1.0,10.92,116.56,37.0,4.72,294.81,0.78,2018,377.79,-0.02,-4.5
5829,winter_wheat,36.95,2.0,10.31,116.56,13.99,6.36,297.35,0.55,2018,543.87,0.41,-4.74
5830,winter_wheat,34.0,3.0,11.92,123.7,0.79,10.19,295.0,0.71,2018,417.26,0.08,-4.51
5831,winter_wheat,44.65,2.0,9.79,115.29,12.29,5.77,296.13,0.72,2018,412.7,0.07,-3.91
5832,winter_wheat,37.34,2.0,9.14,116.56,29.58,9.57,302.19,0.5,2018,603.41,0.56,-4.74
5833,winter_wheat,32.04,3.0,10.64,123.65,4.31,7.27,298.15,0.44,2018,684.95,0.78,-5.99
5834,winter_wheat,52.62,1.0,10.85,92.23,6.85,3.39,297.82,0.61,2018,490.29,0.27,-4.33
5835,winter_canola,44.54,2.0,13.63,153.22,11.25,3.08,296.09,0.63,2018,468.15,0.16,-4.37
5836,winter_canola,42.34,2.0,15.12,153.22,7.63,4.39,294.23,0.73,2018,401.69,0.0,-4.37
5837,winter_canola,26.46,4.0,12.67,116.56,3.63,5.99,301.9,0.54,2018,559.38,0.39,-4.08
5838,winter_canola,47.8,1.0,10.07,116.56,31.57,4.35,295.06,0.68,2018,431.5,0.07,-3.97
5839,winter_canola,47.2,1.0,8.79,116.56,8.47,4.71,294.84,0.67,2018,438.08,0.09,-4.3
5840,winter_canola,36.42,2.0,10.42,116.56,27.41,8.91,300.09,0.44,2018,678.06,0.68,-4.64
5841,winter_canola,26.48,4.0,9.24,116.56,15.79,2.16,296.88,0.7,2018,425.43,0.05,-4.04
5842,winter_canola,44.75,2.0,10.59,130.77,56.33,4.37,295.61,0.67,2018,440.05,0.09,-4.5
5843,winter_canola,44.48,2.0,10.59,173.95,6.15,3.73,295.84,0.67,2018,443.93,0.1,-4.64
5844,winter_canola,29.68,3.0,9.33,116.22,48.97,2.42,298.09,0.68,2018,438.85,0.09,-4.49
5845,rye,24.96,4.0,12.36,137.44,1.48,2.31,306.62,0.49,2018,628.05,0.36,-5.1
5846,rye,24.42,4.0,12.49,124.51,4.06,2.38,308.58,0.41,2018,749.11,0.63,-5.1
5847,rye,32.37,3.0,,113.02,12.42,9.96,295.7,0.59,2018,504.43,0.1,-4.64
5848,rye,28.16,3.0,13.49,143.4,10.52,2.84,297.09,0.68,2018,436.11,-0.05,-4.6
5849,rye,24.02,4.0,12.34,113.47,3.13,3.35,303.12,0.52,2018,585.24,0.27,-5.18
5850,rye,32.96,3.0,10.38,114.86,21.67,0.47,299.95,0.67,2018,450.78,-0.02,-4.51
5851,rye,25.06,4.0,12.08,120.6,7.37,2.71,299.75,0.56,2018,538.06,0.17,-4.51
5852,rye,27.01,4.0,10.87,116.56,20.96,8.19,306.63,0.36,2018,846.16,0.84,-4.74
5853,rye,28.26,3.0,11.07,116.56,4.65,4.34,298.85,0.6,2018,496.52,0.08,-4.55
5854,rye,32.66,3.0,9.8,116.56,13.71,8.7,300.88,0.45,2018,671.06,0.46,-4.56
5855,rye,21.67,5.0,10.29,89.2,35.98,2.99,297.99,0.68,2018,438.67,-0.05,-4.17
5856,rye,38.73,2.0,9.56,102.18,9.01,4.99,293.95,0.77,2018,382.77,-0.17,-4.4
5857,rye,45.58,1.0,10.48,114.21,0.74,4.32,294.85,0.71,2018,415.41,-0.1,-4.64
5858,rye,22.9,5.0,10.41,116.56,13.06,4.99,295.05,0.71,2018,415.17,-0.1,-4.4
5859,rye,38.95,2.0,11.03,99.44,3.78,10.15,294.0,0.68,2018,431.93,-0.06,-4.64
5860,rye,29.73,3.0,10.04,116.56,12.22,4.99,296.29,0.71,2018,414.64,-0.1,-4.4
5861,rye,36.37,2.0,9.93,116.56,21.21,3.37,295.52,0.72,2018,411.2,-0.11,-4.5
5862,rye,29.99,3.0,11.87,116.56,18.67,5.98,297.82,0.71,2018,421.88,-0.08,-4.3
5863,rye,24.32,4.0,11.63,118.8,10.61,4.8,296.95,0.71,2018,418.65,-0.09,-4.3
5864,rye,19.01,5.0,10.47,146.04,3.69,6.36,293.38,0.69,2018,426.6,-0.07,-4.55
5865,rye,24.53,4.0,13.0,126.69,12.22,11.08,290.78,0.59,2018,492.46,0.07,-5.31
5866,rye,22.87,5.0,12.32,113.81,89.07,3.83,303.46,0.54,2018,563.63,0.22,-4.13
5867,rye,28.38,3.0,13.5,124.44,10.84,3.73,297.29,0.62,2018,478.52,0.04,-4.04
